Time,Voltage,Current,Temperature,Gas,Label,dV_dt,dT_dt,Power
2392,3.64,-377.3,38.97,298,1,-0.01,0.07,-1373.372
2393,3.63,-407.95,38.94,297,1,-0.01,-0.03,-1480.8585
2394,3.62,-103.46,39.02,300,1,-0.01,0.08,-374.5252
2395,3.61,-293.19,39.05,300,1,-0.01,0.03,-1058.4159
2396,3.6,-107.58,39.1,300,1,-0.01,0.05,-387.288
2397,3.58,-268.73,39.17,300,1,-0.02,0.07,-962.0534
2398,3.58,-271.88,39.06,291,1,0,-0.11,-973.3304
2399,3.62,-340.97,39,286,1,0.04,-0.06,-1234.3114
2400,3.64,-178.68,39.05,293,1,0.02,0.05,-650.3952
2401,3.63,-326.78,38.95,288,1,-0.01,-0.1,-1186.2114
2402,3.63,-469.49,38.81,282,1,0,-0.14,-1704.2487
2403,3.64,-497.82,38.74,279,1,0.01,-0.07,-1812.0648
2404,3.65,-514.57,38.73,283,1,0.01,-0.01,-1878.1805
2405,3.64,-436.96,38.86,279,1,-0.01,0.13,-1590.5344
2406,3.63,-248.29,39.05,272,1,-0.01,0.19,-901.2927
2407,3.62,-140.93,39.03,278,1,-0.01,-0.02,-510.1666
2408,3.59,-273.54,39.04,274,1,-0.03,0.01,-982.0086
2409,3.57,-275.26,39.01,279,1,-0.02,-0.03,-982.6782
2410,3.57,-64.65,38.85,284,1,0,-0.16,-230.8005
2411,3.55,-85.55,38.88,276,1,-0.02,0.03,-303.7025
2412,3.54,125.39,38.83,277,1,-0.01,-0.05,443.8806
2413,3.53,-66.8,38.88,266,1,-0.01,0.05,-235.804
2414,3.53,-181.05,38.99,266,1,0,0.11,-639.1065
2415,3.53,-322.63,38.97,264,1,0,-0.02,-1138.8839
2416,3.54,-458.43,39.09,259,1,0.01,0.12,-1622.8422
2417,3.55,-172.32,39.13,259,1,0.01,0.04,-611.736
2418,3.55,38.95,39.15,260,1,0,0.02,138.2725
2419,3.55,-34.27,38.96,262,1,0,-0.19,-121.6585
2420,3.55,7.41,38.87,265,1,0,-0.09,26.3055
2421,3.54,136.42,38.82,267,1,-0.01,-0.05,482.9268
2422,3.54,242.48,38.86,263,1,0,0.04,858.3792
2423,3.56,327.4,38.96,260,1,0.02,0.1,1165.544
2424,3.59,299.24,38.98,265,1,0.03,0.02,1074.2716
2425,3.6,392.41,39.16,267,1,0.01,0.18,1412.676
2426,3.61,297.19,39.13,272,1,0.01,-0.03,1072.8559
2427,3.61,86.26,39.17,264,1,0,0.04,311.3986
2428,3.61,-65.06,39.16,260,1,0,-0.01,-234.8666
2429,3.61,75.16,39.15,261,1,0,-0.01,271.3276
2430,3.62,-52.26,39.3,257,1,0.01,0.15,-189.1812
2431,3.65,-71.79,39.27,257,1,0.03,-0.03,-262.0335
2432,3.67,153.77,39.35,260,1,0.02,0.08,564.3359
2433,3.66,299.31,39.25,255,1,-0.01,-0.1,1095.4746
2434,3.65,192.85,39.27,257,1,-0.01,0.02,703.9025
2435,3.68,281.48,39.28,258,1,0.03,0.01,1035.8464
2436,3.65,314.33,39.2,257,1,-0.03,-0.08,1147.3045
2437,3.64,75.14,39.21,256,1,-0.01,0.01,273.5096
2438,3.65,265.73,39.18,257,1,0.01,-0.03,969.9145
2439,3.64,133.49,39.12,254,1,-0.01,-0.06,485.9036
2440,3.66,144.43,39.18,260,1,0.02,0.06,528.6138
2441,3.62,318.68,39.22,252,1,-0.04,0.04,1153.6216
2442,3.6,169.06,39.22,254,1,-0.02,0,608.616
2443,3.58,362.59,39.32,261,1,-0.02,0.1,1298.0722
2444,3.58,87.26,39.34,262,1,0,0.02,312.3908
2445,3.58,-135.14,39.29,265,1,0,-0.05,-483.8012
2446,3.56,-295.63,39.31,266,1,-0.02,0.02,-1052.4428
2447,3.57,-449.16,39.29,271,1,0.01,-0.02,-1603.5012
2448,3.54,-239.13,39.28,263,1,-0.03,-0.01,-846.5202
2449,3.54,-110.26,39.28,266,1,0,0,-390.3204
2450,3.57,-111.1,39.33,266,1,0.03,0.05,-396.627
2451,3.57,-143.53,39.26,257,1,0,-0.07,-512.4021
2452,3.57,-252.74,39.2,263,1,0,-0.06,-902.2818
2453,3.59,-95.92,39.34,266,1,0.02,0.14,-344.3528
2454,3.56,62.97,39.36,265,1,-0.03,0.02,224.1732
2455,3.58,207.61,39.44,262,1,0.02,0.08,743.2438
2456,3.6,337.87,39.52,263,1,0.02,0.08,1216.332
2457,3.61,376.38,39.43,259,1,0.01,-0.09,1358.7318
2458,3.63,376.88,39.55,258,1,0.02,0.12,1368.0744
2459,3.63,399.42,39.61,259,1,0,0.06,1449.8946
2460,3.61,263.98,39.62,256,1,-0.02,0.01,952.9678
2461,3.6,289.3,39.72,260,1,-0.01,0.1,1041.48
2462,3.61,333.54,39.76,254,1,0.01,0.04,1204.0794
2463,3.59,381.14,39.68,255,1,-0.02,-0.08,1368.2926
2464,3.58,56.87,39.63,254,1,-0.01,-0.05,203.5946
2465,3.58,144.77,39.68,252,1,0,0.05,518.2766
2466,3.58,218.04,39.76,247,1,0,0.08,780.5832
2467,3.57,44.42,39.82,247,1,-0.01,0.06,158.5794
2468,3.56,143.11,39.83,239,1,-0.01,0.01,509.4716
2469,3.59,165.97,39.91,231,1,0.03,0.08,595.8323
2470,3.57,362.04,39.89,223,1,-0.02,-0.02,1292.4828
2471,3.55,59.23,39.84,220,1,-0.02,-0.05,210.2665
2472,3.55,152.83,39.72,220,1,0,-0.12,542.5465
2473,3.56,299.2,39.82,214,1,0.01,0.1,1065.152
2474,3.55,286.62,39.86,215,1,-0.01,0.04,1017.501
2475,3.55,85.65,39.81,219,1,0,-0.05,304.0575
2476,3.53,230.41,39.8,224,1,-0.02,-0.01,813.3473
2477,3.52,-17.17,39.89,223,1,-0.01,0.09,-60.4384
2478,3.54,-70.53,40,215,1,0.02,0.11,-249.6762
2479,3.55,91.06,40.07,205,1,0.01,0.07,323.263
2480,3.53,122.45,40.16,205,1,-0.02,0.09,432.2485
2481,3.54,160.43,40.01,200,1,0.01,-0.15,567.9222
2482,3.54,274.08,40.02,203,1,0,0.01,970.2432
2483,3.54,166.73,40.08,202,1,0,0.06,590.2242
2484,3.53,278.19,40.08,198,1,-0.01,0,982.0107
2485,3.57,415.19,40.17,198,1,0.04,0.09,1482.2283
2486,3.61,390.86,40.16,198,1,0.04,-0.01,1411.0046
2487,3.6,116.74,40.32,194,1,-0.01,0.16,420.264
2488,3.62,289.71,40.41,183,1,0.02,0.09,1048.7502
2489,3.6,364.97,40.58,186,1,-0.02,0.17,1313.892
2490,3.6,161.2,40.42,188,1,0,-0.16,580.32
2491,3.59,272.33,40.46,194,1,-0.01,0.04,977.6647
2492,3.62,294.82,40.48,194,1,0.03,0.02,1067.2484
2493,3.61,49.54,40.63,194,1,-0.01,0.15,178.8394
2494,3.61,189.92,40.56,200,1,0,-0.07,685.6112
2495,3.63,374.35,40.5,209,1,0.02,-0.06,1358.8905
2496,3.63,50.14,40.58,206,1,0,0.08,182.0082
2497,3.61,-121.88,40.42,208,1,-0.02,-0.16,-439.9868
2498,3.61,-39.31,40.37,217,1,0,-0.05,-141.9091
2499,3.59,-202.2,40.44,216,1,-0.02,0.07,-725.898
2500,3.58,-332.72,40.5,208,1,-0.01,0.06,-1191.1376
2501,3.58,-380.68,40.61,209,1,0,0.11,-1362.8344
2502,3.57,-419.44,40.58,214,1,-0.01,-0.03,-1497.4008
2503,3.56,-448.84,40.63,213,1,-0.01,0.05,-1597.8704
2504,3.58,-165.33,40.4,215,1,0.02,-0.23,-591.8814
2505,3.58,66.14,40.43,218,1,0,0.03,236.7812
2506,3.56,-116.32,40.55,218,1,-0.02,0.12,-414.0992
2507,3.57,54.3,40.48,214,1,0.01,-0.07,193.851
2508,3.54,-42.3,40.63,212,1,-0.03,0.15,-149.742
2509,3.53,119.49,40.8,211,1,-0.01,0.17,421.7997
2510,3.54,-48.83,40.66,204,1,0.01,-0.14,-172.8582
2511,3.56,188.02,40.59,200,1,0.02,-0.07,669.3512
2512,3.53,272.54,40.49,200,1,-0.03,-0.1,962.0662
2513,3.54,105.73,40.57,201,1,0.01,0.08,374.2842
2514,3.55,-1.29,40.68,200,1,0.01,0.11,-4.5795
2515,3.56,160.08,40.67,193,1,0.01,-0.01,569.8848
2516,3.58,-82.33,40.62,202,1,0.02,-0.05,-294.7414
2517,3.57,172.92,40.63,194,1,-0.01,0.01,617.3244
2518,3.56,263.92,40.56,193,1,-0.01,-0.07,939.5552
2519,3.56,100.76,40.56,189,1,0,0,358.7056
2520,3.56,38.38,40.58,199,1,0,0.02,136.6328
2521,3.56,114.13,40.58,204,1,0,0,406.3028
2522,3.57,254.53,40.6,199,1,0.01,0.02,908.6721
2523,3.58,374.49,40.58,203,1,0.01,-0.02,1340.6742
2524,3.58,206.55,40.59,198,1,0,0.01,739.449
2525,3.59,327.14,40.6,195,1,0.01,0.01,1174.4326
2526,3.61,482.18,40.63,197,1,0.02,0.03,1740.6698
2527,3.62,164.12,40.68,201,1,0.01,0.05,594.1144
2528,3.64,199.88,40.76,200,1,0.02,0.08,727.5632
2529,3.66,-24.03,40.73,192,1,0.02,-0.03,-87.9498
2530,3.64,95.4,40.81,188,1,-0.02,0.08,347.256
2531,3.64,-165.48,41,190,1,0,0.19,-602.3472
2532,3.63,44.12,41.13,186,1,-0.01,0.13,160.1556
2533,3.64,90.84,41.17,180,1,0.01,0.04,330.6576
2534,3.63,210.35,41.32,187,1,-0.01,0.15,763.5705
2535,3.63,106.16,41.16,184,1,0,-0.16,385.3608
2536,3.62,-121.58,41.17,181,1,-0.01,0.01,-440.1196
2537,3.61,-246.95,41.21,180,1,-0.01,0.04,-891.4895
2538,3.63,-39.43,41.13,180,1,0.02,-0.08,-143.1309
2539,3.62,136.34,41.07,180,1,-0.01,-0.06,493.5508
2540,3.64,-99.13,41.06,181,1,0.02,-0.01,-360.8332
2541,3.65,-13.71,41.1,181,1,0.01,0.04,-50.0415
2542,3.63,145.74,41.06,193,1,-0.02,-0.04,529.0362
2543,3.63,280.96,41.13,199,1,0,0.07,1019.8848
2544,3.64,339.7,41.27,199,1,0.01,0.14,1236.508
2545,3.63,186.29,41.37,202,1,-0.01,0.1,676.2327
2546,3.62,-23.55,41.45,200,1,-0.01,0.08,-85.251
2547,3.6,-132.12,41.38,200,1,-0.02,-0.07,-475.632
2548,3.58,88.18,41.34,207,1,-0.02,-0.04,315.6844
2549,3.55,-113.14,41.32,213,1,-0.03,-0.02,-401.647
2550,3.55,82.54,41.31,213,1,0,-0.01,293.017
2551,3.58,151.56,41.4,217,1,0.03,0.09,542.5848
2552,3.56,178.94,41.38,224,1,-0.02,-0.02,637.0264
2553,3.54,291.58,41.22,220,1,-0.02,-0.16,1032.1932
2554,3.56,363.06,41.25,222,1,0.02,0.03,1292.4936
2555,3.55,102.47,41.26,218,1,-0.01,0.01,363.7685
2556,3.55,-37.5,41.3,219,1,0,0.04,-133.125
2557,3.51,-169.24,41.32,220,1,-0.04,0.02,-594.0324
2558,3.52,81.59,41.3,222,1,0.01,-0.02,287.1968
2559,3.51,209.49,41.34,223,1,-0.01,0.04,735.3099
2560,3.51,31.78,41.43,230,1,0,0.09,111.5478
2561,3.49,214.64,41.44,230,1,-0.02,0.01,749.0936
2562,3.48,213.44,41.37,226,1,-0.01,-0.07,742.7712
2563,3.48,313.69,41.44,225,1,0,0.07,1091.6412
2564,3.51,329.41,41.41,228,1,0.03,-0.03,1156.2291
2565,3.5,174.62,41.46,231,1,-0.01,0.05,611.17
2566,3.49,64.02,41.49,230,1,-0.01,0.03,223.4298
2567,3.5,216.9,41.42,234,1,0.01,-0.07,759.15
2568,3.5,299.34,41.3,230,1,0,-0.12,1047.69
2569,3.5,407.64,41.34,221,1,0,0.04,1426.74
2570,3.53,478.95,41.32,212,1,0.03,-0.02,1690.6935
2571,3.54,506.64,41.18,208,1,0.01,-0.14,1793.5056
2572,3.55,456.23,41.23,203,1,0.01,0.05,1619.6165
2573,3.54,411.08,41.16,210,1,-0.01,-0.07,1455.2232
2574,3.54,198.26,41.13,221,1,0,-0.03,701.8404
2575,3.54,39.93,41.19,223,1,0,0.06,141.3522
2576,3.55,54.74,41.26,215,1,0.01,0.07,194.327
2577,3.54,241.24,41.29,216,1,-0.01,0.03,853.9896
2578,3.52,31.7,41.36,218,1,-0.02,0.07,111.584
2579,3.52,199.86,41.33,211,1,0,-0.03,703.5072
2580,3.51,117.47,41.28,215,1,-0.01,-0.05,412.3197
2581,3.53,18.63,41.16,225,1,0.02,-0.12,65.7639
2582,3.5,-48.68,41.07,223,1,-0.03,-0.09,-170.38
2583,3.51,107.1,41.1,214,1,0.01,0.03,375.921
2584,3.48,246,41.2,211,1,-0.03,0.1,856.08
2585,3.47,121.38,41.16,204,1,-0.01,-0.04,421.1886
2586,3.45,-67.83,41.08,203,1,-0.02,-0.08,-234.0135
2587,3.44,171.41,41.24,209,1,-0.01,0.16,589.6504
2588,3.45,62.58,41.07,218,1,0.01,-0.17,215.901
2589,3.43,-3.64,41.12,209,1,-0.02,0.05,-12.4852
2590,3.45,-86.19,41.3,204,1,0.02,0.18,-297.3555
2591,3.45,-98.54,41.28,204,1,0,-0.02,-339.963
2592,3.46,35.07,41.26,198,1,0.01,-0.02,121.3422
2593,3.48,84.17,41.2,194,1,0.02,-0.06,292.9116
2594,3.5,-148.48,41.3,204,1,0.02,0.1,-519.68
2595,3.54,-301.04,41.22,206,1,0.04,-0.08,-1065.6816
2596,3.52,-6.71,41.29,196,1,-0.02,0.07,-23.6192
2597,3.51,-80.12,41.21,201,1,-0.01,-0.08,-281.2212
2598,3.53,-28.37,41.18,195,1,0.02,-0.03,-100.1461
2599,3.52,127.19,41.12,199,1,-0.01,-0.06,447.7088
2600,3.53,-35.53,41.03,198,1,0.01,-0.09,-125.4209
2601,3.53,140.01,41.09,202,1,0,0.06,494.2353
2602,3.55,-55.86,40.99,190,1,0.02,-0.1,-198.303
2603,3.56,121.35,40.8,194,1,0.01,-0.19,432.006
2604,3.57,141.21,40.89,188,1,0.01,0.09,504.1197
2605,3.57,-101.97,40.69,186,1,0,-0.2,-364.0329
2606,3.6,77.53,40.74,180,1,0.03,0.05,279.108
2607,3.61,184.61,40.68,180,1,0.01,-0.06,666.4421
2608,3.61,2.72,40.86,180,1,0,0.18,9.8192
2609,3.61,-137.84,40.96,180,1,0,0.1,-497.6024
2610,3.58,-259.82,40.94,184,1,-0.03,-0.02,-930.1556
2611,3.59,-442.02,40.87,186,1,0.01,-0.07,-1586.8518
2612,3.6,-248.79,40.86,188,1,0.01,-0.01,-895.644
2613,3.6,-229.55,40.89,187,1,0,0.03,-826.38
2614,3.59,-76.39,41.11,188,1,-0.01,0.22,-274.2401
2615,3.57,-309.08,41.14,196,1,-0.02,0.03,-1103.4156
2616,3.59,-73.88,41.11,201,1,0.02,-0.03,-265.2292
2617,3.59,-292.23,41.29,202,1,0,0.18,-1049.1057
2618,3.55,-404.45,41.09,203,1,-0.04,-0.2,-1435.7975
2619,3.54,-151.64,41.1,203,1,-0.01,0.01,-536.8056
2620,3.54,-190.47,41.02,211,1,0,-0.08,-674.2638
2621,3.5,-358.59,40.96,204,1,-0.04,-0.06,-1255.065
2622,3.5,-411.37,41,205,1,0,0.04,-1439.795
2623,3.51,-87.98,40.93,206,1,0.01,-0.07,-308.8098
2624,3.51,-48.77,40.96,207,1,0,0.03,-171.1827
2625,3.53,165.23,40.8,211,1,0.02,-0.16,583.2619
2626,3.54,-11.82,40.8,217,1,0.01,0,-41.8428
2627,3.55,-170.25,40.8,211,1,0.01,0,-604.3875
2628,3.54,-264.6,40.83,204,1,-0.01,0.03,-936.684
2629,3.54,12.35,40.74,195,1,0,-0.09,43.719
2630,3.55,211.99,40.74,199,1,0.01,0,752.5645
2631,3.55,384.27,40.74,208,1,0,0,1364.1585
2632,3.54,219.95,40.74,210,1,-0.01,0,778.623
2633,3.54,-69.51,40.67,216,1,0,-0.07,-246.0654
2634,3.51,36.54,40.67,215,1,-0.03,0,128.2554
2635,3.51,-28.46,40.94,219,1,0,0.27,-99.8946
2636,3.53,-156.61,41.03,218,1,0.02,0.09,-552.8333
2637,3.54,44.37,41.04,208,1,0.01,0.01,157.0698
2638,3.56,252.39,41.19,208,1,0.02,0.15,898.5084
2639,3.56,366.37,41.22,206,1,0,0.03,1304.2772
2640,3.57,426.62,41.13,205,1,0.01,-0.09,1523.0334
2641,3.57,99.25,41.18,207,1,0,0.05,354.3225
2642,3.57,187.96,41.21,205,1,0,0.03,671.0172
2643,3.58,345.86,41.23,206,1,0.01,0.02,1238.1788
2644,3.57,194.52,41.14,206,1,-0.01,-0.09,694.4364
2645,3.55,303.55,40.98,203,1,-0.02,-0.16,1077.6025
2646,3.52,444.29,41.06,205,1,-0.03,0.08,1563.9008
2647,3.51,223.27,41.12,212,1,-0.01,0.06,783.6777
2648,3.52,421.43,41.15,216,1,0.01,0.03,1483.4336
2649,3.51,233.54,41.22,218,1,-0.01,0.07,819.7254
2650,3.52,77.7,41.23,221,1,0.01,0.01,273.504
2651,3.52,-25.57,41.23,226,1,0,0,-90.0064
2652,3.51,61.94,41.14,225,1,-0.01,-0.09,217.4094
2653,3.49,147.58,41.02,224,1,-0.02,-0.12,515.0542
2654,3.51,316.9,41.06,234,1,0.02,0.04,1112.319
2655,3.51,186.72,41,243,1,0,-0.06,655.3872
2656,3.5,365.81,41.04,250,1,-0.01,0.04,1280.335
2657,3.5,416.79,41.16,249,1,0,0.12,1458.765
2658,3.51,526.81,41.27,250,1,0.01,0.11,1849.1031
2659,3.51,250.76,41.42,253,1,0,0.15,880.1676
2660,3.48,47.79,41.35,254,1,-0.03,-0.07,166.3092
2661,3.47,130.78,41.43,249,1,-0.01,0.08,453.8066
2662,3.48,71.3,41.39,253,1,0.01,-0.04,248.124
2663,3.48,178,41.45,256,1,0,0.06,619.44
2664,3.47,291,41.5,255,1,-0.01,0.05,1009.77
2665,3.49,188.31,41.57,254,1,0.02,0.07,657.2019
2666,3.49,27.04,41.6,259,1,0,0.03,94.3696
2667,3.5,170.78,41.76,263,1,0.01,0.16,597.73
2668,3.49,-33.19,41.7,264,1,-0.01,-0.06,-115.8331
2669,3.51,123.64,41.75,270,1,0.02,0.05,433.9764
2670,3.51,14.81,41.8,271,1,0,0.05,51.9831
2671,3.52,-128.09,41.68,268,1,0.01,-0.12,-450.8768
2672,3.54,110.99,41.73,271,1,0.02,0.05,392.9046
2673,3.54,159.82,41.73,270,1,0,0,565.7628
2674,3.51,175.09,41.68,266,1,-0.03,-0.05,614.5659
2675,3.49,59.23,41.79,264,1,-0.02,0.11,206.7127
2676,3.49,-49.94,41.79,261,1,0,0,-174.2906
2677,3.52,-124.61,41.93,263,1,0.03,0.14,-438.6272
2678,3.53,14.69,42.07,262,1,0.01,0.14,51.8557
2679,3.54,-80.52,42.12,261,1,0.01,0.05,-285.0408
2680,3.55,181.88,42.15,264,1,0.01,0.03,645.674
2681,3.54,-45.27,42.16,265,1,-0.01,0.01,-160.2558
2682,3.56,146.62,42.29,259,1,0.02,0.13,521.9672
2683,3.58,307.45,42.44,257,1,0.02,0.15,1100.671
2684,3.6,56.43,42.43,256,1,0.02,-0.01,203.148
2685,3.59,271.61,42.38,258,1,-0.01,-0.05,975.0799
2686,3.6,44.89,42.41,255,1,0.01,0.03,161.604
2687,3.61,-116.01,42.47,256,1,0.01,0.06,-418.7961
2688,3.62,-266.26,42.41,260,1,0.01,-0.06,-963.8612
2689,3.61,-122.91,42.36,253,1,-0.01,-0.05,-443.7051
2690,3.61,-338.57,42.39,244,1,0,0.03,-1222.2377
2691,3.61,-163.54,42.51,236,1,0,0.12,-590.3794
2692,3.59,-211.84,42.58,234,1,-0.02,0.07,-760.5056
2693,3.59,53.25,42.46,240,1,0,-0.12,191.1675
2694,3.58,214.75,42.56,244,1,-0.01,0.1,768.805
2695,3.57,324.89,42.59,243,1,-0.01,0.03,1159.8573
2696,3.55,527.92,42.59,252,1,-0.02,0,1874.116
2697,3.54,600.39,42.58,256,1,-0.01,-0.01,2125.3806
2698,3.52,525.04,42.72,261,1,-0.02,0.14,1848.1408
2699,3.53,543.25,42.72,262,1,0.01,0,1917.6725
2700,3.51,532.99,42.68,253,1,-0.02,-0.04,1870.7949
2701,3.52,266.61,42.74,251,1,0.01,0.06,938.4672
2702,3.51,363.73,42.64,246,1,-0.01,-0.1,1276.6923
2703,3.5,198.98,42.78,256,1,-0.01,0.14,696.43
2704,3.51,447.02,42.74,250,1,0.01,-0.04,1569.0402
2705,3.51,233.79,42.68,255,1,0,-0.06,820.6029
2706,3.52,119.8,42.65,246,1,0.01,-0.03,421.696
2707,3.52,-63.31,42.73,250,1,0,0.08,-222.8512
2708,3.53,123.34,42.8,248,1,0.01,0.07,435.3902
2709,3.53,57.71,42.78,245,1,0,-0.02,203.7163
2710,3.54,-13.13,42.67,243,1,0.01,-0.11,-46.4802
2711,3.55,102.08,42.62,248,1,0.01,-0.05,362.384
2712,3.54,-33.58,42.6,243,1,-0.01,-0.02,-118.8732
2713,3.53,132.97,42.66,248,1,-0.01,0.06,469.3841
2714,3.54,17.5,42.58,247,1,0.01,-0.08,61.95
2715,3.54,-21.45,42.57,251,1,0,-0.01,-75.933
2716,3.51,-235.21,42.53,258,1,-0.03,-0.04,-825.5871
2717,3.48,-51.15,42.53,269,1,-0.03,0,-178.002
2718,3.51,-189.84,42.49,268,1,0.03,-0.04,-666.3384
2719,3.5,126.74,42.43,270,1,-0.01,-0.06,443.59
2720,3.49,202.81,42.36,269,1,-0.01,-0.07,707.8069
2721,3.49,-50.81,42.18,269,1,0,-0.18,-177.3269
2722,3.47,-133.96,42.15,274,1,-0.02,-0.03,-464.8412
2723,3.49,102.31,42.22,277,1,0.02,0.07,357.0619
2724,3.49,20.82,42.19,280,1,0,-0.03,72.6618
2725,3.49,-43.55,42.07,286,1,0,-0.12,-151.9895
2726,3.48,-77.41,42.16,296,1,-0.01,0.09,-269.3868
2727,3.48,-332.16,42.18,300,1,0,0.02,-1155.9168
2728,3.51,-112.8,42.13,298,1,0.03,-0.05,-395.928
2729,3.52,-297.81,42.07,300,1,0.01,-0.06,-1048.2912
2730,3.52,-303.63,41.99,290,1,0,-0.08,-1068.7776
2731,3.51,-392.26,42.08,282,1,-0.01,0.09,-1376.8326
2732,3.51,-70.59,42.06,280,1,0,-0.02,-247.7709
2733,3.52,-194.09,41.98,283,1,0.01,-0.08,-683.1968
2734,3.5,-118.21,42.08,281,1,-0.02,0.1,-413.735
2735,3.51,-58.84,42.19,273,1,0.01,0.11,-206.5284
2736,3.51,163.69,42.11,272,1,0,-0.08,574.5519
2737,3.51,75.03,42.02,271,1,0,-0.09,263.3553
2738,3.53,259.9,42.03,277,1,0.02,0.01,917.447
2739,3.52,165.04,42.13,274,1,-0.01,0.1,580.9408
2740,3.52,105.78,42.23,272,1,0,0.1,372.3456
2741,3.52,-74.5,42.08,278,1,0,-0.15,-262.24
2742,3.55,129.23,42.06,280,1,0.03,-0.02,458.7665
2743,3.54,310.11,41.98,288,1,-0.01,-0.08,1097.7894
2744,3.56,170.52,41.98,290,1,0.02,0,607.0512
2745,3.56,-129.3,42.09,286,1,0,0.11,-460.308
2746,3.55,-299.92,42.19,292,1,-0.01,0.1,-1064.716
2747,3.55,-292.74,42.36,293,1,0,0.17,-1039.227
2748,3.54,-145.29,42.39,296,1,-0.01,0.03,-514.3266
2749,3.55,-263.95,42.36,300,1,0.01,-0.03,-937.0225
2750,3.54,-270.03,42.29,298,1,-0.01,-0.07,-955.9062
2751,3.54,-32.77,42.33,299,1,0,0.04,-116.0058
2752,3.56,-190.26,42.34,297,1,0.02,0.01,-677.3256
2753,3.57,-229.03,42.27,295,1,0.01,-0.07,-817.6371
2754,3.58,-282.33,42.37,300,1,0.01,0.1,-1010.7414
2755,3.57,5.55,42.32,300,1,-0.01,-0.05,19.8135
2756,3.59,61.56,42.32,300,1,0.02,0,221.0004
2757,3.55,114.67,42.25,293,1,-0.04,-0.07,407.0785
2758,3.55,134.49,42.24,300,1,0,-0.01,477.4395
2759,3.56,13.2,42.29,300,1,0.01,0.05,46.992
2760,3.56,190.59,42.2,299,1,0,-0.09,678.5004
2761,3.54,88.24,42.24,300,1,-0.02,0.04,312.3696
2762,3.53,205.02,42.18,300,1,-0.01,-0.06,723.7206
2763,3.53,424.28,41.99,298,1,0,-0.19,1497.7084
2764,3.55,238.81,41.95,296,1,0.02,-0.04,847.7755
2765,3.56,10.57,42.04,298,1,0.01,0.09,37.6292
2766,3.58,163.26,42.14,290,1,0.02,0.1,584.4708
2767,3.56,377.95,42.23,290,1,-0.02,0.09,1345.502
2768,3.54,131.92,42.22,286,1,-0.02,-0.01,466.9968
2769,3.53,182.12,42.25,283,1,-0.01,0.03,642.8836
2770,3.52,-70.12,42.22,280,1,-0.01,-0.03,-246.8224
2771,3.53,139.27,42.32,275,1,0.01,0.1,491.6231
2772,3.52,12.18,42.28,272,1,-0.01,-0.04,42.8736
2773,3.5,-253.61,42.27,272,1,-0.02,-0.01,-887.635
2774,3.51,9.48,42.24,273,1,0.01,-0.03,33.2748
2775,3.51,-128.1,42.08,274,1,0,-0.16,-449.631
2776,3.5,-47.06,42.12,281,1,-0.01,0.04,-164.71
2777,3.53,-153.01,42.19,280,1,0.03,0.07,-540.1253
2778,3.55,-185.81,42.11,283,1,0.02,-0.08,-659.6255
2779,3.56,59.42,42,282,1,0.01,-0.11,211.5352
2780,3.55,194.3,42.05,279,1,-0.01,0.05,689.765
2781,3.56,342.77,42.19,283,1,0.01,0.14,1220.2612
2782,3.57,333.7,42.27,279,1,0.01,0.08,1191.309
2783,3.61,311.32,42.2,279,1,0.04,-0.07,1123.8652
2784,3.6,405.15,42.23,282,1,-0.01,0.03,1458.54
2785,3.56,83.44,42.3,283,1,-0.04,0.07,297.0464
2786,3.56,-72.58,42.37,281,1,0,0.07,-258.3848
2787,3.55,-308.28,42.42,287,1,-0.01,0.05,-1094.394
2788,3.53,-465.77,42.43,290,1,-0.02,0.01,-1644.1681
2789,3.52,-256.64,42.4,289,1,-0.01,-0.03,-903.3728
2790,3.5,-84.69,42.37,297,1,-0.02,-0.03,-296.415
2791,3.49,-176.59,42.25,300,1,-0.01,-0.12,-616.2991
2792,3.5,-55.08,42.22,296,1,0.01,-0.03,-192.78
2793,3.5,-120.02,42.31,300,1,0,0.09,-420.07
2794,3.51,-239.39,42.31,295,1,0.01,0,-840.2589
2795,3.52,-112.42,42.51,288,1,0.01,0.2,-395.7184
2796,3.55,-173.03,42.5,291,1,0.03,-0.01,-614.2565
2797,3.57,-33.65,42.61,287,1,0.02,0.11,-120.1305
2798,3.57,-183.61,42.6,279,1,0,-0.01,-655.4877
2799,3.57,88.66,42.6,277,1,0,0,316.5162
2800,3.57,131.25,42.6,280,1,0,0,468.5625
2801,3.55,360.31,42.52,284,1,-0.02,-0.08,1279.1005
2802,3.56,330.34,42.59,286,1,0.01,0.07,1176.0104
2803,3.55,215.35,42.48,300,1,-0.01,-0.11,764.4925
2804,3.54,-29.78,42.41,300,1,-0.01,-0.07,-105.4212
2805,3.57,198.77,42.41,300,1,0.03,0,709.6089
2806,3.55,-21.71,42.32,300,1,-0.02,-0.09,-77.0705
2807,3.56,220.44,42.23,297,1,0.01,-0.09,784.7664
2808,3.58,268.73,42.21,300,1,0.02,-0.02,962.0534
2809,3.58,70.41,42.23,300,1,0,0.02,252.0678
2810,3.58,180.57,42.37,300,1,0,0.14,646.4406
2811,3.58,271.58,42.29,291,1,0,-0.08,972.2564
2812,3.6,313.78,42.39,296,1,0.02,0.1,1129.608
2813,3.62,197.71,42.41,300,1,0.02,0.02,715.7102
2814,3.61,292.85,42.42,293,1,-0.01,0.01,1057.1885
